,Country Name,Country Code,Series Code,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
1,Afghanistan,AFG,SP.POP.TOTL.MA.ZS,51.184216996607,51.232888353011894,51.2999296675334,51.35867568548839,51.392950630598,51.4003323853459,51.388384281721,51.364153298287896,51.33760514794311,51.31547989676721
4,Albania,ALB,SP.POP.TOTL.MA.ZS,50.4697976952135,50.589051611634595,50.71547922919989,50.8266216254009,50.9062024740151,50.9470012579566,50.9536022334336,50.93690540406939,50.91389431058829,50.89700465633471
7,Algeria,DZA,SP.POP.TOTL.MA.ZS,50.477046208607504,50.48045684052379,50.4878024160114,50.4960603938661,50.503123488157705,50.5084954161137,50.5126195560221,50.51573212018501,50.518288435473096,50.5205953710155
10,American Samoa,ASM,SP.POP.TOTL.MA.ZS,,,,,,,,,,
13,Andorra,AND,SP.POP.TOTL.MA.ZS,,,,,,,,,,
16,Angola,AGO,SP.POP.TOTL.MA.ZS,49.4405354767376,49.440772186471,49.4461362804875,49.4528997776056,49.4586718442368,49.462993510752604,49.466523351339596,49.4695370662576,49.472524987118,49.4758638248797
19,Antigua and Barbuda,ATG,SP.POP.TOTL.MA.ZS,47.91372549019611,47.975267401860506,48.0286307507376,48.0780449860634,48.121747122505894,48.1570038087177,48.19072570081221,48.2115037078582,48.2428049219997,48.2691365084552
22,Argentina,ARG,SP.POP.TOTL.MA.ZS,48.6715491345615,48.6857920505591,48.6998090863231,48.7134144894209,48.72651723201,48.7390256685487,48.7510100508811,48.7626515543443,48.774197798492295,48.7858544837054
25,Armenia,ARM,SP.POP.TOTL.MA.ZS,46.805880406155204,46.8496196050327,46.9099352462544,46.9680878642139,47.0109473095569,47.03490663103721,47.04452509161101,47.0434228477363,47.0384362591827,47.034658754590396
28,Aruba,ABW,SP.POP.TOTL.MA.ZS,47.6707496325331,47.647833081460504,47.6082004555809,47.5716928769658,47.534478958011896,47.50965527106279,47.4872106377122,47.4689643444249,47.448969993415496,47.4327032950565
31,Australia,AUS,SP.POP.TOTL.MA.ZS,49.9877229578736,49.949683353758495,49.9035515593437,49.8608094293602,49.829125658795604,49.81052817265671,49.802040861402,49.8003767588704,49.800465813864896,49.7987618059865
34,Austria,AUT,SP.POP.TOTL.MA.ZS,48.7700539693554,48.807112957424096,48.84885108338511,48.8978497899934,48.95516788465321,49.0219045726764,49.095692899989096,49.17057335174971,49.2387138156234,49.294845887369
37,Azerbaijan,AZE,SP.POP.TOTL.MA.ZS,49.591533254459705,49.636123585003006,49.6790090466463,49.720975473867206,49.7624637304485,49.8039295438464,49.84492117876161,49.8842508952929,49.9201261500247,49.9514408223549
40,"Bahamas, The",BHS,SP.POP.TOTL.MA.ZS,48.4647494458859,48.4772306583677,48.4952146463959,48.5153456998314,48.532335649385395,48.548778454870394,48.5617513077965,48.574947813346796,48.58454475899,48.5935084221662
43,Bahrain,BHR,SP.POP.TOTL.MA.ZS,62.280259092612496,62.00507407253549,61.6997039609012,61.564001368188705,61.72352285558289,62.206645705232106,62.90505777145351,63.651748394331705,64.27127331576861,64.6735422250927
46,Bangladesh,BGD,SP.POP.TOTL.MA.ZS,50.785892925648604,50.755618000278204,50.7357188428206,50.7180599775229,50.6969405973406,50.671194848930995,50.642737135032505,50.6127033334729,50.583089122858496,50.5552370671035
49,Barbados,BRB,SP.POP.TOTL.MA.ZS,48.0152798538449,48.0581463387123,48.10829634111171,48.1590450276486,48.207144784755705,48.2515622922484,48.2910536668192,48.3271699692995,48.36336017225221,48.398759791349896
52,Belarus,BLR,SP.POP.TOTL.MA.ZS,46.4846957871621,46.490900277103904,46.5049829670541,46.5204731003032,46.5326168206874,46.539460860134604,46.542418583753395,46.543945775851405,46.5480598649508,46.5574933902658
55,Belgium,BEL,SP.POP.TOTL.MA.ZS,49.1078241415816,49.102153246332705,49.10133648819329,49.11672299592961,49.1554563896608,49.2213375828434,49.3093545288899,49.406680612915004,49.4957764430955,49.5644980817311
58,Belize,BLZ,SP.POP.TOTL.MA.ZS,49.999091558764,49.9752959310771,49.955308975519706,49.9332137217503,49.90912264563929,49.878528443345395,49.84259197658171,49.8074769429166,49.7708472631042,49.736055188232
61,Benin,BEN,SP.POP.TOTL.MA.ZS,49.695507655830205,49.7299690192074,49.76609745482921,49.800594721079996,49.8312304828629,49.8577364093983,49.8809953332345,49.901798296653006,49.92102888947021,49.9393641842689
64,Bermuda,BMU,SP.POP.TOTL.MA.ZS,,,,,,,,,,
67,Bhutan,BTN,SP.POP.TOTL.MA.ZS,52.5486191343681,52.584872473923205,52.6335649468134,52.692777861993505,52.7580593088194,52.83111580467651,52.9128993793952,52.9973647792406,53.07760249720221,53.146788800588894
70,Bolivia,BOL,SP.POP.TOTL.MA.ZS,50.3079472328811,50.298482020590896,50.28790950805679,50.276098193277996,50.262913565854205,50.2484267784596,50.2328316113863,50.2166008698915,50.200293543825104,50.1842238205696
73,Bosnia and Herzegovina,BIH,SP.POP.TOTL.MA.ZS,49.092435675670096,49.077967873259496,49.061197460169105,49.044026804468295,49.02786582460529,49.0134109488838,49.0006068862795,48.989463974711896,48.979096624717705,48.969813902947905
76,Botswana,BWA,SP.POP.TOTL.MA.ZS,48.7955776652446,48.61972071303929,48.4203784536722,48.252984388248905,48.154302603460295,48.1365788163941,48.1828744224689,48.269239556765605,48.3619633260017,48.438802955403204
79,Brazil,BRA,SP.POP.TOTL.MA.ZS,49.3053248165663,49.28579741050421,49.2665384786192,49.247340786920994,49.228077506781794,49.2087156488406,49.1893405705255,49.1700832370106,49.1510999368826,49.132514759673604
82,British Virgin Islands,VGB,SP.POP.TOTL.MA.ZS,,,,,,,,,,
85,Brunei Darussalam,BRN,SP.POP.TOTL.MA.ZS,51.7525343737538,51.847507625370596,51.92624389857921,51.984733196999294,52.017526523568705,52.0201719427048,51.9995005665742,51.9638194703469,51.923396477235,51.8847589506335
88,Bulgaria,BGR,SP.POP.TOTL.MA.ZS,48.6917529109653,48.6823096841877,48.668260976679,48.652059829569396,48.635568594917096,48.6190335835775,48.6021306444591,48.5859115861484,48.5713881639407,48.5593683190987
91,Burkina Faso,BFA,SP.POP.TOTL.MA.ZS,49.629997422570604,49.6747560172279,49.717781937352804,49.758993346366,49.7982619696646,49.8355710366908,49.870944118021605,49.90451847979279,49.9364339523545,49.96686644075629
94,Burundi,BDI,SP.POP.TOTL.MA.ZS,49.444666830237395,49.4625238698022,49.4792408039075,49.4963939034371,49.5149425681056,49.5352403632265,49.5565811798456,49.5780053633975,49.5984546133294,49.617127756368596
97,Cabo Verde,CPV,SP.POP.TOTL.MA.ZS,50.0677547518532,50.1240002295934,50.1346386837066,50.1313971706195,50.133399397797,50.1466656625372,50.163070070828,50.1809608580193,50.1942044165139,50.201982776606705
100,Cambodia,KHM,SP.POP.TOTL.MA.ZS,48.736674359404105,48.750951763728,48.7595174603513,48.766284160024604,48.7741049716086,48.7831379481159,48.792457287472104,48.8020187331594,48.8117156405509,48.821329972998896
103,Cameroon,CMR,SP.POP.TOTL.MA.ZS,49.9289308265147,49.9383926669378,49.946673732748096,49.955045559990204,49.96434086221289,49.974666217012704,49.9855980219872,49.9965121712533,50.006703022334605,50.015606951049
106,Canada,CAN,SP.POP.TOTL.MA.ZS,49.610262624830796,49.6029082615499,49.594191044531705,49.587694576021605,49.58587344241771,49.58943397155729,49.5974378371218,49.6084700456847,49.6204836658101,49.6319751942105
109,Cayman Islands,CYM,SP.POP.TOTL.MA.ZS,,,,,,,,,,
112,Central African Republic,CAF,SP.POP.TOTL.MA.ZS,49.516898755476504,49.52845892772329,49.538854459756095,49.547743578818995,49.5544238133826,49.5591252187515,49.56189296702821,49.563526291821795,49.56552745428571,49.5685089374967
115,Chad,TCD,SP.POP.TOTL.MA.ZS,49.8871611051093,49.8916208594804,49.895279526775,49.8987526093123,49.9025474575775,49.906645246028994,49.9109162088949,49.9151005829215,49.9189872979558,49.922320653063004
118,Channel Islands,CHI,SP.POP.TOTL.MA.ZS,49.2993353624449,49.3344687783476,49.361809137691004,49.385461924232395,49.4089620103152,49.4326691508609,49.45276463543329,49.4709553303303,49.4903171875726,49.5056338757269
121,Chile,CHL,SP.POP.TOTL.MA.ZS,49.2123576848553,49.210881223772496,49.2104976060397,49.21357765757689,49.2215747742991,49.23511752822989,49.253046828620995,49.272968160995504,49.2916670953805,49.3072083486846
124,China,CHN,SP.POP.TOTL.MA.ZS,51.386938200423295,51.38226689960529,51.375183323105205,51.366417364528,51.3565128422258,51.3456203957543,51.3336518187138,51.3206260427305,51.3065020270854,51.2912628371551
127,Colombia,COL,SP.POP.TOTL.MA.ZS,48.99863339365021,48.9954676997892,48.9940616178446,48.997568669843105,49.0076896437502,49.0256989468905,49.0495962326112,49.07422830477061,49.0930998183671,49.10209885115789
130,Comoros,COM,SP.POP.TOTL.MA.ZS,50.4102873285044,50.41699764458839,50.423392235583805,50.4290285623988,50.433669695858796,50.436841767880004,50.439494280553895,50.441295556287095,50.442418594155995,50.4433673146695
133,"Congo, Dem. Rep.",COD,SP.POP.TOTL.MA.ZS,49.8008041356988,49.8184524192863,49.835355984946204,49.8512114659793,49.86581857437329,49.8791432269908,49.8912655492992,49.9022566136032,49.91222433294829,49.9212495596876
136,"Congo, Rep.",COG,SP.POP.TOTL.MA.ZS,49.786499719443796,49.8155623800912,49.842182922442205,49.866127362140105,49.8872447459305,49.90558113276939,49.921057796181,49.9343962269584,49.9462132172005,49.957086616170905
139,Costa Rica,CRI,SP.POP.TOTL.MA.ZS,50.0792991971226,50.0689739319706,50.058064857613,50.0463153153341,50.03357189490911,50.019819012209,50.0052020674935,49.9901489025877,49.9754039624286,49.9611119813966
142,Cote d'Ivoire,CIV,SP.POP.TOTL.MA.ZS,50.731378311838505,50.688382168476,50.6493490030065,50.612888600647295,50.5779908058796,50.5443415669559,50.51203939850579,50.480880422873796,50.450795234851505,50.4217201465979
145,Croatia,HRV,SP.POP.TOTL.MA.ZS,48.1489871085702,48.1277478433351,48.1055831125384,48.089680269241,48.0856505532648,48.0951078633782,48.1169165403372,48.1473782524185,48.1808944098236,48.2134662097578
148,Cuba,CUB,SP.POP.TOTL.MA.ZS,49.7247805867058,49.7148025177328,49.707747828936995,49.701390539182704,49.6941352575861,49.6857198008171,49.6765969192861,49.6671501672319,49.6575280822737,49.6482621111195
151,Curacao,CUW,SP.POP.TOTL.MA.ZS,45.8587476774189,45.812986073431,45.79756362012879,45.7994597051101,45.8123240538004,45.8365154760796,45.8675441087501,45.9045301776311,45.9445732852781,45.9896404631322
154,Cyprus,CYP,SP.POP.TOTL.MA.ZS,49.9057196731615,49.9311041138421,49.988809878080104,50.0455177788365,50.07764944827121,50.0799443508698,50.0600584054218,50.0289255016977,50.000834324789295,49.986209592657005
157,Czech Republic,CZE,SP.POP.TOTL.MA.ZS,49.115980751264,49.12969122325401,49.1304845998155,49.1294486391598,49.1348775962397,49.1487322377489,49.168304352434994,49.1914110672185,49.2143621798911,49.2345771054616
160,Denmark,DNK,SP.POP.TOTL.MA.ZS,49.643559532722705,49.6691177846584,49.6935875442876,49.71359586765929,49.7268354165586,49.7326024373239,49.73156391430489,49.7257972740885,49.7181766000904,49.710982159983
163,Djibouti,DJI,SP.POP.TOTL.MA.ZS,53.3848520097321,53.356732124920505,53.1982483787994,53.0089339462138,52.85755548699229,52.7572953675371,52.68477915475061,52.6332145542447,52.585210727261,52.52954953532479
166,Dominica,DMA,SP.POP.TOTL.MA.ZS,,,,,,,,,,
169,Dominican Republic,DOM,SP.POP.TOTL.MA.ZS,50.1621944848067,50.1364627391874,50.1119998694297,50.0878980819035,50.0635061894098,50.0391527464916,50.015395062413,49.992203928298,49.969452340669605,49.9470312421644
172,Ecuador,ECU,SP.POP.TOTL.MA.ZS,50.0893177821795,50.08057658155089,50.0720898899524,50.0637230883575,50.055193608792294,50.0465462737634,50.037890170455704,50.0293748217302,50.0210577427654,50.013019283503
175,"Egypt, Arab Rep.",EGY,SP.POP.TOTL.MA.ZS,50.5225782729342,50.5290154478755,50.53354318955979,50.536170063682206,50.5369859500521,50.5359980935777,50.5334572619835,50.5300283564099,50.5265177111274,50.5234412712605
178,El Salvador,SLV,SP.POP.TOTL.MA.ZS,47.2553472170898,47.191019701753206,47.1310912922218,47.0751171859363,47.0224838386491,46.9733424562749,46.9278617634849,46.88599756414371,46.8479054163987,46.81359705010679
181,Equatorial Guinea,GNQ,SP.POP.TOTL.MA.ZS,54.6243087932343,54.821754650690295,54.9973430247898,55.1494155165454,55.27980660205811,55.388456534458705,55.476193494811405,55.544147059587495,55.5924046189404,55.622832745895394
184,Eritrea,ERI,SP.POP.TOTL.MA.ZS,49.9869164886158,,,,,,,,,
187,Estonia,EST,SP.POP.TOTL.MA.ZS,46.595129475687706,46.618746140876105,46.64960411442021,46.6983672839905,46.7734332829024,46.8775327438441,47.004484651607704,47.1415731797934,47.2693752267757,47.375614286500394
190,Eswatini,SWZ,SP.POP.TOTL.MA.ZS,47.28304924586929,47.4739294996224,47.710570892024,47.963237268292296,48.2075798115645,48.4380526286497,48.655237160475394,48.85106937235211,49.0178402676345,49.1513268813719
193,Ethiopia,ETH,SP.POP.TOTL.MA.ZS,49.9112080497779,49.9317588056516,49.953691741075104,49.974060664750006,49.990938207021294,50.0039829750475,50.013874069799606,50.021111581193296,50.02644971154961,50.030482261500204
196,Faroe Islands,FRO,SP.POP.TOTL.MA.ZS,,,,,,,,,,
199,Fiji,FJI,SP.POP.TOTL.MA.ZS,51.0199189068054,50.973973054048,50.91936016783689,50.8636996838814,50.812311772994796,50.7691373053372,50.7316572835229,50.6994985794972,50.6721126349085,50.6465546091
202,Finland,FIN,SP.POP.TOTL.MA.ZS,49.1048111738029,49.134099718750704,49.163207687318106,49.190923223123704,49.216420415651704,49.2394475230978,49.2602023597754,49.27924151461679,49.297390042477105,49.315016573664295
205,France,FRA,SP.POP.TOTL.MA.ZS,48.4468651049934,48.4534445036252,48.4578835465962,48.458673807571,48.454942357084704,48.4456541522577,48.431552922694394,48.415759518866395,48.4026166175936,48.3951208263468
208,French Polynesia,PYF,SP.POP.TOTL.MA.ZS,51.1258787756535,51.038123385193,50.937735821138496,50.8444572030046,50.7716416653547,50.7232970106637,50.6932070059542,50.6754347739968,50.662226757613205,50.643992253581295
211,Gabon,GAB,SP.POP.TOTL.MA.ZS,50.6894989935469,50.7721710921502,50.839868579636494,50.89030104559879,50.9234529108842,50.9396966554807,50.940957336551705,50.9313798350851,50.91610059569779,50.898133105213205
214,"Gambia, The",GMB,SP.POP.TOTL.MA.ZS,49.6218364173316,49.6164344731289,49.612569689587204,49.608529883593995,49.6054385241579,49.602677171363,49.6000722706536,49.5978671036081,49.5960294688921,49.5948133460009
217,Georgia,GEO,SP.POP.TOTL.MA.ZS,47.6608498088219,47.6878135536627,47.7185892462792,47.743519085274706,47.7550208986676,47.7510031859387,47.7339541794232,47.70876249642139,47.682173719626,47.659653938471
220,Germany,DEU,SP.POP.TOTL.MA.ZS,49.0463861211197,49.075311609309395,49.1057664221195,49.140717224489,49.1818673658713,49.2303516434396,49.2844291256562,49.3396326299471,49.3900550553476,49.4317986578455
223,Ghana,GHA,SP.POP.TOTL.MA.ZS,50.5939073755876,50.6083598940071,50.62237573034,50.6354354610263,50.6471801006298,50.6574603203917,50.666405370279506,50.67417029561621,50.6810374353119,50.687178186683
226,Gibraltar,GIB,SP.POP.TOTL.MA.ZS,,,,,,,,,,
229,Greece,GRC,SP.POP.TOTL.MA.ZS,49.090845625396994,49.0776977788669,49.0792841041586,49.0857976388269,49.0899165711124,49.0897990171248,49.08741221988011,49.083798094779,49.0814298857721,49.0818239871301
232,Greenland,GRL,SP.POP.TOTL.MA.ZS,,,,,,,,,,
235,Grenada,GRD,SP.POP.TOTL.MA.ZS,50.53565074073379,50.52302423407661,50.49735606256699,50.4692378328742,50.444787095243704,50.423079364791406,50.4094738171258,50.3925562364849,50.3794575096873,50.361272318452905
238,Guam,GUM,SP.POP.TOTL.MA.ZS,50.781514183731005,50.737546096631,50.6985007636443,50.653698286409906,50.6126004782176,50.574416378231106,50.5408416067591,50.505519695964296,50.471920858364,50.4434688327616
241,Guatemala,GTM,SP.POP.TOTL.MA.ZS,49.1342310468966,49.148962586965105,49.163137997031406,49.1775542135337,49.1926589416656,49.2084732877411,49.224613285065296,49.24065050407721,49.256103412478,49.270609185855
244,Guinea,GIN,SP.POP.TOTL.MA.ZS,47.690125742061795,47.720913718622,47.7631919224598,47.819714338752604,47.8912003538109,47.97749853174621,48.0753951351711,48.1788892995267,48.280919496813404,48.376872183767205
247,Guinea-Bissau,GNB,SP.POP.TOTL.MA.ZS,48.5196379261367,48.5633786318966,48.605649961565504,48.6482478183774,48.6927579729992,48.73852271668961,48.78521737322951,48.831192805436004,48.875771311305996,48.917478574673396
250,Guyana,GUY,SP.POP.TOTL.MA.ZS,49.6409048055328,49.703993179664,49.801983718807705,49.907056988017594,50.000065152267396,50.0752563967937,50.137896694865205,50.1919751683875,50.2406183130529,50.2885352529181
253,Haiti,HTI,SP.POP.TOTL.MA.ZS,49.3351002740507,49.345258894760896,49.3541763455284,49.3601530456848,49.36235103603929,49.3600816090368,49.3544242329545,49.347790106483004,49.3434876910656,49.34381685192229
256,Honduras,HND,SP.POP.TOTL.MA.ZS,49.889926149702795,49.89984598455771,49.9087915200322,49.917308529130295,49.925753634626204,49.934201968029896,49.942570889687794,49.950659831533095,49.9583064636524,49.9654302320698
259,"Hong Kong SAR, China",HKG,SP.POP.TOTL.MA.ZS,46.8789846370521,46.74167042366611,46.617499767237796,46.5006780974251,46.387026314529706,46.2760961800313,46.1694985776003,46.0675570232651,45.9711514966669,45.880638997954904
262,Hungary,HUN,SP.POP.TOTL.MA.ZS,47.4598989519578,47.4736685987732,47.4895725744446,47.50614253495999,47.5225162802947,47.5380832710446,47.5529357063264,47.5675719665059,47.5828834819529,47.599600428555895
265,Iceland,ISL,SP.POP.TOTL.MA.ZS,50.36123794714211,50.31660535188949,50.2594790858023,50.206030578955094,50.171543467267504,50.162397767670406,50.1685132851867,50.1882914775832,50.2098591009241,50.2285714285714
268,India,IND,SP.POP.TOTL.MA.ZS,52.0229438924468,52.01695591641501,52.0099746188937,52.002730057041795,51.9957324170576,51.98910674813789,51.98271404392529,51.9764603573316,51.9701657038479,51.9636732893425
271,Indonesia,IDN,SP.POP.TOTL.MA.ZS,50.384012078396104,50.3844614249673,50.378373666887704,50.370530368441294,50.364270313381795,50.3604083289329,50.3579437111375,50.3561178110783,50.35361681108271,50.3495312384739
274,"Iran, Islamic Rep.",IRN,SP.POP.TOTL.MA.ZS,50.40817668299379,50.4539820495613,50.521789039332106,50.5826037820653,50.616671402593205,50.6190470007971,50.597519236955605,50.560870239394504,50.5221603814936,50.4904334057644
277,Iraq,IRQ,SP.POP.TOTL.MA.ZS,50.51442451100161,50.5226620799014,50.532925701708,50.5441089663361,50.5555071564313,50.56718223274589,50.5792951889672,50.591318472241106,50.6026984779796,50.61290690934871
280,Ireland,IRL,SP.POP.TOTL.MA.ZS,49.6331065547258,49.58006370818621,49.5342358430186,49.5029017569613,49.491318496610404,49.50229886770921,49.533090932347605,49.5744905154799,49.614316278265804,49.6445985212836
283,Isle of Man,IMN,SP.POP.TOTL.MA.ZS,,,,,,,,,,
286,Israel,ISR,SP.POP.TOTL.MA.ZS,49.4193408792062,49.4578819075014,49.500997694326706,49.5450341574512,49.5874661089007,49.62742558130589,49.665417209849394,49.7018734220469,49.7375452395382,49.7729373588549
289,Italy,ITA,SP.POP.TOTL.MA.ZS,48.387781517650794,48.409644380781,48.444865665845,48.484572540447296,48.5223773078922,48.557146829435,48.5907451094044,48.623330374434794,48.65564035806911,48.6881160787927
292,Jamaica,JAM,SP.POP.TOTL.MA.ZS,49.7382456478075,49.736746550472,49.72466602068771,49.709144294689295,49.695194505476294,49.6833023540366,49.671910349323205,49.660170373098794,49.64662411299889,49.6305671998247
295,Japan,JPN,SP.POP.TOTL.MA.ZS,48.9002643025159,48.888997955056105,48.8792841140897,48.870602736410596,48.8625050444333,48.8549013074313,48.847754065309104,48.8407408708922,48.833488875822404,48.825722965771206
298,Jordan,JOR,SP.POP.TOTL.MA.ZS,50.9027049698689,50.81611621709521,50.744266457815705,50.688577482542,50.64882130643121,50.6236991440281,50.6116184200845,50.610316455403996,50.617386365875,50.631266453268296
301,Kazakhstan,KAZ,SP.POP.TOTL.MA.ZS,48.3567949850913,48.3728673506284,48.3859620848393,48.3999040838846,48.417272696749,48.438755369750794,48.4631131276769,48.4885163531812,48.512459526026795,48.53321192049279
304,Kenya,KEN,SP.POP.TOTL.MA.ZS,49.6571817259006,49.6617912324361,49.66565016078871,49.6692691827846,49.673003484937105,49.67684087169471,49.680550897823,49.6839796102822,49.686914438090604,49.6891966532332
307,Kiribati,KIR,SP.POP.TOTL.MA.ZS,49.1879505418437,49.165561917656206,49.14401179011371,49.128324206715604,49.1232973036321,49.1233370953265,49.133180906327496,49.151430396574604,49.1650227875655,49.1803827671081
310,"Korea, Dem. People's Rep.",PRK,SP.POP.TOTL.MA.ZS,48.8680802380151,48.876355519563596,48.8844581720452,48.891684115995396,48.8974434073417,48.901567963698,48.9042783479047,48.9061475155429,48.9078341994154,48.90984709731621
313,"Korea, Rep.",KOR,SP.POP.TOTL.MA.ZS,50.1015091485378,50.1027563791185,50.10609442073729,50.1083052165132,50.1071963613702,50.102064501485394,50.0937189166017,50.0831182079157,50.0718326391747,50.06097717609429
316,Kosovo,XKX,SP.POP.TOTL.MA.ZS,,,,,,,,,,
319,Kuwait,KWT,SP.POP.TOTL.MA.ZS,57.8350937199934,57.9412586761075,58.139532245797504,58.433314665996896,58.8172921596376,59.3061117623005,59.878055334900395,60.4518293752903,60.9224646946086,61.2201716729153
322,Kyrgyz Republic,KGZ,SP.POP.TOTL.MA.ZS,49.4176164345777,49.4294222819444,49.448712615889704,49.4670307455478,49.4785980360207,49.482304788662205,49.480372882358104,49.475136916493796,49.4696962258008,49.466209680249996
